id,Name,Age,Gender,Qualification_type,Job_Type,Race,GPA,Interviewed
2329,Shoshanna Pedder,54,F,3,Human Resources,Black,0.7,TRUE
2330,Elnora Van Son,41,F,3,Marketing,Other,1.3,TRUE
2331,Ignatius Neeves,37,M,1,Support,White,3.7,FALSE
2332,Tobi O'Day,52,F,2,Engineering,Asian,3,TRUE
2333,Gram Balstone,41,M,4,Sales,Asian,0.7,FALSE
2334,Maudie Sudy,47,F,2,Marketing,Black,1.7,TRUE
2335,Turner Delcastel,54,M,5,Research and Development,Asian,0.7,FALSE
2336,Dame Garham,50,M,1,Support,Other,2.3,FALSE
2337,Trumann Rosenfield,57,M,5,Research and Development,Latino,0.7,TRUE
2338,Jolyn Jelkes,47,F,2,Research and Development,White,3.7,TRUE
2339,Webster McCaghan,41,M,5,Legal,Latino,0.7,FALSE
2340,Mariya Lydiatt,36,F,2,Human Resources,Latino,2,TRUE
2341,Aloysia Wellman,60,F,4,Research and Development,Black,0,FALSE
2342,Iris Bennen,42,F,1,Human Resources,Black,1,FALSE
2343,Skye Gorry,51,M,2,Business Development,Latino,2.3,FALSE
2344,Ker Wernher,55,M,3,Business Development,Other,0,FALSE
2345,Land Sibbet,37,M,5,Legal,Other,3.3,FALSE
2346,Alic Gudyer,51,M,2,Research and Development,Asian,1.7,FALSE
2347,Horton O'Longain,22,M,2,Marketing,Latino,1.7,FALSE
2348,Koralle Frill,60,F,3,Business Development,White,4,TRUE
2349,Trent Cashell,28,M,5,Engineering,Latino,1.7,FALSE
2350,Iorgos Donoher,57,M,5,Accounting,Black,3.3,TRUE
2351,Phillida Lode,53,F,2,Business Development,Latino,3,FALSE
2352,Henrik Tommasetti,41,M,3,Marketing,Black,1.7,FALSE
2353,Dietrich Atrill,47,M,5,Business Development,Other,3.7,TRUE
2354,Tam Genders,56,M,4,Engineering,Asian,2,TRUE
2355,Rafaelita Inchbald,48,F,2,Product Management,White,0.7,FALSE
2356,Ciro Elwood,51,M,3,Engineering,White,1.3,TRUE
2357,Shayna Slemming,41,F,5,Accounting,Black,4,TRUE
2358,Garek Wisbey,22,M,3,Marketing,Latino,0.7,FALSE
2359,Giana Blazevic,60,F,4,Training,Asian,3.3,FALSE
2360,Harold Ponton,34,M,5,Human Resources,Other,2,FALSE
2361,Katrina MacDonald,21,F,2,Engineering,Asian,2.7,TRUE
2362,Jonie Wibrow,39,F,3,Sales,Black,3,TRUE
2363,Valentine Baskeyfied,51,M,2,Support,Other,3.7,TRUE
2364,Katharina Lente,26,F,5,Engineering,Asian,2.7,TRUE
2365,Ettie Longfield,29,F,1,Services,Asian,4,FALSE
2366,Kort Poundford,55,M,5,Accounting,Black,1,TRUE
2367,Bertrando Kalkhoven,53,M,4,Business Development,Black,2.7,FALSE
2368,Genvieve Kornel,27,F,4,Training,Asian,0,FALSE
2369,Dulcia Badcock,42,F,1,Accounting,Latino,1.3,FALSE
2370,Erinna Sparrowhawk,30,F,2,Engineering,Asian,0.7,FALSE
2371,Maurine Shiril,42,F,4,Human Resources,Other,0,TRUE
2372,Felipe Benettini,39,M,3,Legal,Other,2.7,TRUE
2373,Gil Gabbott,51,M,2,Human Resources,White,1.3,FALSE
2374,Giorgi Bannester,41,M,3,Services,Black,0,FALSE
2375,Eugene Dwyr,33,M,3,Research and Development,Other,0.7,FALSE
2376,Madge Ludlom,30,F,3,Product Management,White,3.3,FALSE
2377,Pauline Jochen,40,F,2,Research and Development,Asian,2.7,FALSE
2378,Elizabeth Estable,34,F,4,Research and Development,Latino,2.3,TRUE
2379,Merridie Wessel,48,F,4,Human Resources,Asian,0,TRUE
2380,Billy Giovannelli,58,M,1,Human Resources,Black,3,FALSE
2381,Horace Purser,36,M,2,Support,Latino,4,FALSE
2382,Wesley Frascone,45,M,4,Support,Asian,0,TRUE
2383,Magnum Clementel,36,M,2,Marketing,Latino,2.3,TRUE
2384,Rossy Haggarth,56,M,2,Marketing,Other,2.3,FALSE
2385,Edin Figger,53,F,1,Product Management,White,1.3,TRUE
2386,Kamillah Coners,43,F,2,Human Resources,Latino,3.3,TRUE
2387,Kassie Hutton,24,F,1,Engineering,Asian,1.7,FALSE
2388,Faye Tedman,36,F,5,Research and Development,Other,1,TRUE
2389,Riccardo Tegeller,36,M,2,Research and Development,Black,1.3,TRUE
2390,Rutherford Rookledge,52,M,3,Human Resources,Black,3,FALSE
2391,Coriss Fosten,52,F,3,Product Management,Black,1.3,TRUE
2392,Upton Gell,37,M,1,Research and Development,Asian,1,TRUE
2393,Kinny Priestner,35,M,2,Support,White,2,FALSE
2394,Cosimo Pitcher,36,M,2,Sales,Other,1.7,TRUE
2395,Hilton McTrustie,50,M,4,Human Resources,White,3.3,TRUE
2396,Donnajean Ridgeway,28,F,4,Accounting,Asian,1.3,FALSE
2397,Gwenny Loxston,40,F,5,Training,Other,2,TRUE
2398,Brandie Liddington,39,F,3,Engineering,Asian,3,TRUE
2399,Beulah Singleton,54,F,3,Human Resources,Other,1.7,TRUE
2400,Merrile Radley,22,F,1,Support,Black,3.7,FALSE
2401,Carolynn Bogie,33,F,3,Business Development,White,1.7,TRUE
2402,Charity Ogborne,54,F,3,Support,Black,2,TRUE
2403,Catlaina Desvignes,38,F,4,Engineering,White,2.7,FALSE
2404,Claribel Corck,40,F,2,Product Management,Latino,2.3,TRUE
2405,Billie Burcher,22,M,4,Human Resources,Black,0,FALSE
2406,Buddy McSparran,55,M,2,Sales,Latino,2,TRUE
2407,Ky Emanuelli,58,M,5,Services,Other,3.7,TRUE
2408,Rob Morbey,23,M,2,Support,White,1,TRUE
2409,Duke Balm,35,M,5,Training,Black,0.7,FALSE
2410,Aldridge Corrett,44,M,5,Services,Asian,3.7,FALSE
2411,Nikki Bonny,54,M,1,Human Resources,Other,3,FALSE
2412,Yulma Althorp,39,M,2,Accounting,Other,1,FALSE
2413,Hanan Brockhurst,38,M,2,Engineering,Other,0.7,TRUE
2414,Aura Coole,34,F,1,Engineering,Latino,3.3,FALSE
2415,Josefina Van Saltsberg,34,F,2,Product Management,Black,1.7,FALSE
2416,Aryn Rudsdell,48,F,3,Services,Asian,0,TRUE
2417,Phedra Piddick,28,F,2,Training,Latino,3.7,TRUE
2418,Brittney McKimmie,35,F,3,Legal,Other,4,TRUE
2419,Allianora Lonsdale,59,F,5,Sales,Black,2.7,FALSE
2420,Dario Hawkes,51,M,2,Marketing,White,2.7,TRUE
2421,Hedi Timperley,58,F,4,Sales,Other,1.7,FALSE
2422,Ricky Hainge,39,F,3,Research and Development,Other,1,TRUE
2423,Arabella Fruish,38,F,2,Services,Other,0.7,FALSE
2424,Will McCaughen,22,M,5,Support,Asian,2,FALSE
2425,Staford Tice,39,M,2,Accounting,Other,1.7,TRUE
2426,Julee Rens,25,F,1,Accounting,Latino,3.7,TRUE
2427,Aeriel Kiwitz,58,F,5,Marketing,Black,1.7,TRUE
2428,Felipa Jeandin,22,F,1,Product Management,Black,2.3,FALSE
2429,Amble Marti,44,M,5,Support,Asian,2,FALSE
2430,Kristoforo Killock,42,M,3,Services,Other,0,FALSE
2431,Paolo Dwelley,38,M,2,Support,Asian,1.3,TRUE
2432,Jean Couch,29,M,5,Support,Other,1.3,TRUE
2433,Fax Raeburn,37,M,2,Marketing,White,2.7,FALSE
2434,Davie Korb,34,M,5,Legal,Other,3.7,TRUE
2435,Myles Dudek,35,M,1,Services,White,0,FALSE
2436,Maitilde Heinish,33,F,1,Sales,Black,1.7,TRUE
2437,Matty Hathwood,34,M,2,Research and Development,Other,3,FALSE
2438,Cathrin Simao,50,F,4,Legal,Latino,1,FALSE
2439,Krisha Kempton,45,M,2,Legal,White,4,TRUE
2440,Gates Saban,35,F,2,Accounting,White,0.7,FALSE
2441,Dudley Ibbetson,42,M,1,Sales,Latino,3.3,FALSE
2442,Faunie Antrack,30,F,3,Accounting,Latino,0.7,FALSE
2443,Gussy Ricket,43,F,1,Human Resources,White,4,TRUE
2444,Worth Rogier,52,M,3,Support,Latino,2.3,FALSE
2445,Bord Scutchings,32,M,4,Human Resources,Black,1.7,FALSE
2446,Reagan Kimm,26,M,3,Accounting,White,0.7,FALSE
2447,Emelda Matas,53,F,3,Sales,Black,2.7,TRUE
2448,Martelle Sirett,54,F,2,Legal,Asian,2,FALSE
2449,Marilee O' Flaherty,35,F,3,Training,Other,3,TRUE
2450,Emmeline Fortie,46,F,4,Human Resources,Latino,3,FALSE
2451,Harland Gleadhall,27,M,2,Accounting,White,0.7,FALSE
2452,Christal Milner,60,F,1,Support,Black,2,TRUE
2453,Ricky Michiel,56,M,5,Marketing,Latino,3.3,TRUE
2454,Munroe Tuny,37,M,2,Legal,Asian,1.3,TRUE
2455,Fraze Stoves,51,M,4,Human Resources,Other,1,TRUE
2456,Alard Hunter,33,M,2,Sales,Other,1.7,FALSE
2457,Shamus Cawker,24,M,1,Services,Latino,0.7,FALSE
2458,Carny Kenworthy,23,M,1,Business Development,Black,1.3,FALSE
2459,Cece Gilbertson,48,M,1,Human Resources,Other,2.3,FALSE
2460,Inigo Wraighte,50,M,4,Human Resources,Latino,3.3,TRUE
2461,Cynde Annandale,27,F,2,Training,White,2.3,FALSE
2462,Claudius Nowakowska,48,M,4,Business Development,Latino,0,TRUE
2463,Tuesday Kosel,30,F,3,Research and Development,Black,1,FALSE
2464,Coretta Glasper,51,F,3,Accounting,Black,1.3,TRUE
2465,Carlo Valder,59,M,2,Business Development,Asian,3.7,FALSE
2466,Laina Danieli,52,F,2,Support,Latino,1,FALSE
2467,Cyndia Kubyszek,50,F,3,Training,Other,1,FALSE
2468,Izaak Punchard,46,M,4,Engineering,Latino,0.7,FALSE
2469,Georgeanna Noore,56,F,1,Support,Latino,2.3,TRUE
2470,Dyna Whatford,40,F,1,Legal,White,2.3,TRUE
2471,Fidelity Kiwitz,43,F,3,Engineering,Asian,2.3,FALSE
2472,Jody Grandison,33,F,5,Accounting,Other,2,FALSE
2473,Husain Maberley,27,M,3,Marketing,White,1.7,FALSE
2474,Bancroft Belhome,57,M,2,Services,White,3.3,TRUE
2475,Aubine Kirvell,30,F,4,Human Resources,Other,3,FALSE
2476,Bertram Josupeit,48,M,5,Sales,White,0.7,FALSE
2477,Janith Szymanzyk,51,F,2,Research and Development,Black,1,FALSE
2478,Belinda Waterfall,53,F,3,Legal,Asian,2,FALSE
2479,Angil Halladay,25,F,5,Accounting,Latino,4,TRUE
2480,Tedie Barreau,43,M,1,Legal,Black,0,TRUE
2481,Barty Stamps,28,M,4,Services,Other,4,FALSE
2482,Olvan Dagger,55,M,3,Marketing,Black,4,TRUE
2483,Odelle Troni,50,F,3,Product Management,Black,3,TRUE
2484,Maddy Coppens,26,M,1,Services,Latino,2.7,FALSE
2485,Bellina Tudbald,60,F,5,Product Management,White,1,TRUE
2486,Audre Bedo,49,F,2,Support,Other,2.7,TRUE
2487,Derrick Agge,59,M,5,Product Management,Latino,1.7,FALSE
2488,Eadmund Apthorpe,47,M,1,Business Development,Asian,3.7,TRUE
2489,Griswold Bucktrout,22,M,3,Support,Latino,3.7,FALSE
2490,Nesta Dutnell,40,F,1,Product Management,White,1.7,TRUE
2491,Bailey Calafato,52,M,4,Engineering,White,1.3,FALSE
2492,Sly Derkes,25,M,5,Support,White,2,FALSE
2493,Whitman Di Angelo,47,M,3,Engineering,Latino,0,FALSE
2494,Farrah Hadkins,46,F,4,Services,Black,2.7,FALSE
2495,Averill Okeshott,43,M,1,Business Development,Asian,2,TRUE
2496,Charlie Genever,34,M,3,Legal,Asian,0,FALSE
2497,Luz Alten,54,F,2,Human Resources,Asian,2,TRUE
2498,Petra McRae,39,F,3,Sales,White,0.7,FALSE
2499,Cullan Zeale,35,M,3,Engineering,White,3.7,FALSE
2500,Adriano Tremblet,47,M,4,Research and Development,Latino,2.3,FALSE
2501,Davis Sutehall,50,M,2,Business Development,Black,2.7,FALSE
2502,Veradis Jewel,43,F,3,Accounting,Latino,3.7,TRUE
2503,Kacey Smail,50,F,5,Legal,Latino,4,TRUE
2504,Fletch Normavill,43,M,2,Support,Black,2,FALSE
2505,Stewart Barkworth,43,M,1,Human Resources,Other,3.7,TRUE
2506,Greta Thornebarrow,36,F,1,Training,Black,3.3,TRUE
2507,Jeremy Silversmid,58,M,5,Marketing,Black,3,FALSE
2508,Kile Roostan,58,M,4,Marketing,Other,1.7,FALSE
2509,Wendye Foy,43,F,4,Research and Development,Asian,2,TRUE
2510,Kynthia Daveran,54,F,2,Services,Latino,0.7,FALSE
2511,Mercedes Jaan,56,F,1,Engineering,Asian,3.3,TRUE
2512,Brew Duthy,24,M,1,Accounting,Black,1.3,FALSE
2513,Hastings Flory,35,M,3,Research and Development,Latino,2.3,TRUE
2514,Johnnie Johanchon,43,M,2,Research and Development,Latino,3.7,FALSE
2515,Kimmy Koppke,57,F,3,Product Management,Other,3.7,FALSE
2516,Randie Ramalhete,50,M,3,Legal,Latino,2.3,FALSE
2517,Marwin Brabant,38,M,4,Business Development,Latino,3.3,TRUE
2518,Ford Larrett,46,M,3,Accounting,White,1.3,FALSE
2519,Cicely Suthworth,24,F,4,Sales,Black,2,TRUE
2520,Harriet Pountain,43,F,4,Business Development,Latino,2.3,TRUE
2521,Sauncho Gerardot,56,M,4,Services,Latino,1.3,FALSE
2522,Kerk Derington,35,M,2,Training,Other,0.7,FALSE
2523,Baxie Buttler,45,M,3,Legal,Latino,4,TRUE
2524,Riccardo Hugh,21,M,4,Marketing,White,3.3,TRUE
2525,Nana Forsbey,26,F,4,Legal,Asian,3.3,FALSE
2526,Brock Satterley,29,M,5,Legal,White,2.7,FALSE
2527,Yorker Blackborn,50,M,2,Sales,Asian,3.7,FALSE
2528,Christos Courtenay,45,M,1,Marketing,Latino,3.7,FALSE
2529,Michael Bringloe,58,M,2,Accounting,Black,4,TRUE
2530,Malva Inge,22,F,3,Support,White,2.3,FALSE
2531,Durward Tenby,54,M,1,Research and Development,Asian,3,TRUE
2532,Cecil Climer,43,M,5,Services,Other,2.3,TRUE
2533,Shell Howsego,54,M,5,Support,Latino,0,FALSE
2534,Rose Folkerts,40,F,2,Sales,Latino,2.3,FALSE
2535,Angeli Acton,34,M,1,Research and Development,Other,3,FALSE
2536,Arvie Gohier,41,M,3,Engineering,Black,0.7,TRUE
2537,Trumaine Bowton,28,M,2,Training,White,0,TRUE
2538,Reagan Guidotti,41,M,1,Support,Black,3,FALSE
2539,Regine Elderkin,33,F,5,Services,Asian,2,FALSE
2540,Royal Hitzschke,28,M,1,Training,Asian,1,FALSE
2541,Tandi Lafferty,22,F,5,Accounting,Black,2.3,FALSE
2542,Katie Shoppee,40,F,2,Marketing,Black,2.7,FALSE
2543,Vale Abbatucci,43,F,3,Marketing,Other,2,FALSE
2544,Cahra Sollis,51,F,2,Sales,Other,2.7,TRUE
2545,Brew Blowen,21,M,4,Marketing,Other,1,TRUE
2546,Christophe Tilford,34,M,5,Accounting,Asian,4,FALSE
2547,Fara Ebourne,55,F,4,Business Development,Other,1.3,TRUE
2548,Vevay Gourlay,29,F,3,Services,Latino,1.7,TRUE
2549,Darya Youdell,44,F,2,Training,Other,1.3,FALSE
2550,Livy Percifer,50,F,1,Sales,Asian,1.7,FALSE
2551,Elfie Veneur,47,F,3,Services,White,1.7,TRUE
2552,Francisco Castellanos,58,M,4,Product Management,Asian,2,TRUE
2553,Iormina Riddich,22,F,5,Marketing,Other,1.3,FALSE
2554,Dinny Gantzer,26,F,5,Training,Black,3.3,FALSE
2555,Kissee Lomb,53,F,3,Marketing,Asian,0,FALSE
2556,Jarrad Pennycook,33,M,2,Services,Other,1.7,FALSE
2557,Jaquenetta Chitson,28,F,3,Product Management,White,2.7,TRUE
2558,Shamus Van der Kruijs,35,M,5,Training,Other,2,TRUE
2559,Lancelot Counter,43,M,5,Product Management,Latino,1.3,TRUE
2560,Elane Gawkes,23,F,4,Human Resources,White,4,FALSE
2561,Lorena Ashelford,49,F,4,Sales,White,2,TRUE
2562,Dyan Keyden,54,F,4,Engineering,Asian,1.3,TRUE
2563,Nadia Braine,21,F,3,Human Resources,Other,3.3,FALSE
2564,Neill Olifaunt,35,M,5,Product Management,Black,1.3,FALSE
2565,Sheridan Brumwell,34,M,1,Business Development,Asian,2.3,TRUE
2566,Chaddie Iacovo,53,M,2,Human Resources,Asian,1.3,TRUE
2567,Delcina Treadgall,49,F,2,Product Management,Latino,1.7,TRUE
2568,Hannie Christoffersen,35,F,2,Sales,Other,0.7,TRUE
2569,Gerhard Sutherington,30,M,4,Services,White,3.3,TRUE
2570,Andre Portriss,29,M,5,Research and Development,Asian,2.3,FALSE
2571,Deonne Roakes,35,F,4,Research and Development,White,0.7,TRUE
2572,Joeann Seeviour,47,F,1,Sales,White,0,TRUE
2573,Maje Wallbrook,59,M,3,Training,Other,1.7,FALSE
2574,Dirk Guillet,28,M,3,Legal,Black,3.7,FALSE
2575,Jose Matuska,23,M,4,Human Resources,Black,1.7,TRUE
2576,Anatol Donnel,33,M,1,Business Development,White,2.3,TRUE
2577,Zacharia Dominec,33,M,1,Human Resources,White,0,FALSE
2578,Amelia Hullock,51,F,5,Services,Latino,2,TRUE
2579,Sebastian Pilipyak,48,M,1,Marketing,Black,3,TRUE
2580,Saxon Gwinnett,53,M,3,Business Development,Latino,3,FALSE
2581,Ozzie Iggalden,59,M,4,Product Management,Black,1.7,FALSE
2582,Talyah Barbary,32,F,1,Training,Other,1.7,TRUE
2583,Rois Taylder,29,F,2,Research and Development,Asian,2.3,TRUE
2584,Phillida Coggan,51,F,4,Engineering,Black,1.3,TRUE
2585,Clywd Sayce,59,M,3,Support,Black,0.7,TRUE
2586,Tildy Jilliss,25,F,4,Support,Asian,1.3,FALSE
2587,Anna-diane Shird,24,F,5,Human Resources,White,3.3,FALSE
2588,Chloris Pye,57,F,1,Marketing,Black,1.3,TRUE
2589,Laverne Abethell,35,F,3,Legal,Latino,4,TRUE
2590,Alyss Chrisp,32,F,3,Accounting,Asian,0,FALSE
2591,Jayme Tessier,25,F,1,Accounting,Asian,0.7,TRUE
2592,Lyn Pattlel,49,F,4,Support,Black,0,TRUE
2593,Valentin Castagnet,54,M,2,Engineering,Black,3.3,FALSE
2594,Lyndy Tringham,52,F,1,Accounting,Latino,1.3,FALSE
2595,Evelyn Wallen,53,F,3,Support,Latino,0,FALSE
2596,Theresita Voyce,21,F,5,Legal,White,1.3,FALSE
2597,Jillana Lelande,41,F,4,Legal,Black,0,TRUE
2598,Nicola Matkovic,41,F,3,Business Development,Latino,3.3,FALSE
2599,Ermanno Moyes,29,M,4,Business Development,Asian,2.7,FALSE
2600,Papagena Hourican,55,F,5,Research and Development,Asian,0.7,TRUE
2601,Katee Trainer,26,F,1,Sales,Asian,2.7,FALSE
2602,Yardley Merveille,60,M,1,Human Resources,Other,3.7,FALSE
2603,Hill Hollows,41,M,2,Product Management,White,2.3,FALSE
2604,Goldy Cawthron,39,F,1,Services,Black,1,FALSE
2605,Ulla Parmley,46,F,4,Product Management,Other,1.3,TRUE
2606,Thornton Philippet,57,M,3,Human Resources,Black,2.3,FALSE
2607,Morrie Posnett,37,M,4,Product Management,Other,1.3,TRUE
2608,Obed Kadd,52,M,1,Research and Development,Black,1.3,TRUE
2609,Myranda Olenchikov,29,F,1,Marketing,White,1,FALSE
2610,Ardath Muris,52,F,1,Human Resources,Other,0,FALSE
2611,Yasmin Sackey,46,F,5,Services,Asian,3,TRUE
2612,Vassili Candwell,56,M,3,Engineering,Other,3.7,TRUE
2613,Harrietta Crutcher,48,F,2,Legal,Other,1,FALSE
2614,Ursula Jiru,40,F,2,Training,Asian,1.7,TRUE
2615,Shaun Crother,56,F,5,Accounting,White,0,FALSE
2616,Ulrika Douris,58,F,4,Support,Black,2,FALSE
2617,Nancy Dessent,55,F,1,Services,Black,1,FALSE
2618,Malorie Curwen,42,F,3,Support,Asian,0,FALSE
2619,Jennilee Perrelle,45,F,4,Business Development,Black,3.3,FALSE
2620,Beverlee Paz,32,F,1,Legal,Other,2.7,FALSE
2621,Odelle Costen,47,F,3,Product Management,Latino,0,FALSE
2622,Portia McGahy,55,F,5,Business Development,Latino,1,FALSE
2623,Mariquilla MacCumiskey,56,F,2,Product Management,Black,1,FALSE
2624,Leanor McNamara,30,F,1,Support,Asian,4,FALSE
2625,Kanya Uman,27,F,1,Marketing,Other,2.3,FALSE
2626,Weylin Maffioni,53,M,3,Services,Other,3.3,FALSE
2627,Ricardo Lippitt,39,M,3,Human Resources,Latino,2.3,TRUE
2628,Yancey Shelley,43,M,4,Product Management,Black,2.3,FALSE
2629,Marci Cursey,25,F,2,Engineering,Latino,3.3,FALSE
2630,Reeta Poley,27,F,2,Engineering,White,3.3,FALSE
2631,Billy Catanheira,44,M,3,Legal,Asian,3.7,FALSE
2632,Brinn Dragon,31,F,4,Product Management,White,0,TRUE
2633,Domini Coutthart,32,F,4,Accounting,Asian,1.7,TRUE
2634,Alain Cicco,42,M,2,Legal,White,2.3,TRUE
2635,Correy Prevett,57,M,2,Sales,Other,2,FALSE
2636,Job Shadfourth,58,M,1,Marketing,Other,4,FALSE
2637,Hussein Cansdall,24,M,3,Accounting,White,3.3,FALSE
2638,Selestina Carthew,50,F,2,Engineering,Latino,2.7,TRUE
2639,Brana Nuttey,46,F,1,Sales,Black,2,FALSE
2640,Delly Marwood,36,F,3,Support,Other,1.3,TRUE
2641,Nye Gioan,41,M,5,Training,Asian,0.7,TRUE
2642,Yard Gwillym,52,M,4,Research and Development,Other,3.3,FALSE
2643,Renado Abela,27,M,4,Engineering,White,2.7,TRUE
2644,Iorgo Mailey,39,M,4,Engineering,White,0.7,FALSE
2645,Ellery O' Neligan,57,M,2,Product Management,Asian,2,FALSE
2646,Devlin Correa,46,M,4,Legal,Asian,3.7,TRUE
2647,Babs Arents,36,F,2,Accounting,Latino,3.3,TRUE
2648,Sandra Grigore,29,F,4,Training,Other,1.7,FALSE
2649,Olenolin Krahl,60,M,5,Legal,Black,3.7,FALSE
2650,Magdaia Kann,47,F,4,Training,Other,1.3,FALSE
2651,Andrus Phizaclea,30,M,2,Engineering,Other,2.7,FALSE
2652,Daphne Diddams,39,F,4,Product Management,Other,4,TRUE
2653,Ravid Pashler,36,M,1,Human Resources,White,2,TRUE
2654,Gery Richardin,38,M,5,Support,Latino,2.3,FALSE
2655,Teodora Alabastar,37,F,1,Legal,Asian,3.3,FALSE
2656,Bar Girardetti,24,M,1,Marketing,White,0,FALSE
2657,Ebonee Le Floch,42,F,4,Human Resources,Black,3.7,TRUE
2658,Jasen Pethick,26,M,1,Accounting,Asian,1.3,FALSE
2659,Hakeem Trodden,27,M,1,Human Resources,Latino,2.7,TRUE
2660,Julio Fogt,59,M,3,Engineering,Latino,3,FALSE
2661,Merrill Puleque,30,F,2,Product Management,White,3.3,FALSE
2662,Glory Pengilly,53,F,2,Engineering,Other,2.7,TRUE
2663,Rupert Sharplin,30,M,4,Accounting,Asian,0,FALSE
2664,Cross Scogin,31,M,1,Support,White,2,FALSE
2665,Edwin Vel,50,M,3,Engineering,White,0.7,FALSE
2666,Ely Gallager,24,M,2,Marketing,Latino,2.3,FALSE
2667,Boonie Blees,46,M,4,Sales,White,1.3,TRUE
2668,Theobald Ollington,48,M,3,Product Management,Black,1.3,TRUE
2669,Barron Downs,45,M,2,Business Development,Black,1,FALSE
2670,Gerti Fishbourn,38,F,4,Legal,White,3,TRUE
2671,Marthena Ogden,56,F,5,Engineering,Black,4,FALSE
2672,Fax Tollfree,31,M,5,Training,White,3.7,FALSE
2673,Elicia Vynarde,54,F,2,Sales,White,3.3,FALSE
2674,Francisca Tregido,28,F,2,Engineering,White,3.3,FALSE
2675,Neil Hain,30,M,2,Product Management,Other,4,TRUE
2676,Ewen Shivell,50,M,2,Research and Development,Black,3.7,TRUE
2677,Celie Takis,33,F,4,Support,Asian,4,FALSE
2678,Hammad Zorro,56,M,4,Engineering,Black,0.7,FALSE
2679,Wenda Curds,52,F,3,Marketing,Other,2.3,TRUE
2680,Farrah Byrth,51,F,4,Marketing,Other,2.7,FALSE
2681,Jania Kearsley,42,F,3,Product Management,Other,0.7,TRUE
2682,Coraline Burford,47,F,1,Business Development,Other,1,FALSE
2683,Chanda Warters,23,F,5,Accounting,White,3,TRUE
2684,Vania Casali,25,F,1,Accounting,Asian,1,TRUE
2685,Baryram Bilbrook,51,M,2,Business Development,Latino,1,TRUE
2686,Bernardine Kingett,35,F,4,Research and Development,Latino,3.7,FALSE
2687,Dunn Kuna,29,M,3,Legal,Asian,1.3,FALSE
2688,Elena Mackieson,21,F,3,Legal,Asian,2.7,TRUE
2689,Dwayne Elesander,45,M,3,Marketing,Other,2.7,FALSE
2690,Karlan Eltune,46,M,2,Engineering,Other,0.7,FALSE
2691,Gillie Pierrepoint,47,F,1,Support,Asian,2.7,FALSE
2692,Cory Boot,54,M,2,Accounting,Black,4,FALSE
2693,Roobbie Edler,43,F,1,Accounting,Other,0.7,TRUE
2694,Kippie Senechault,29,M,2,Accounting,Asian,2.3,TRUE
2695,Bram Mattam,36,M,5,Accounting,White,2,FALSE
2696,Floyd Mainstone,47,M,5,Training,Black,4,TRUE
2697,Jackie Whitfield,39,M,2,Support,Other,1,TRUE
2698,Linzy Rassmann,37,F,3,Human Resources,Latino,1.7,FALSE
2699,Ezequiel Peterken,58,M,3,Product Management,Black,2.3,FALSE
2700,Nahum Oller,34,M,4,Support,Other,2,FALSE
2701,Torrence Hammerson,22,M,1,Research and Development,White,2,TRUE
2702,Alexander Sommerton,56,M,4,Business Development,Asian,3.3,FALSE
2703,Juli Peterkin,26,F,4,Accounting,Black,1.3,TRUE
2704,Siouxie Whisson,34,F,5,Support,Other,1,TRUE
2705,Stoddard Kittel,34,F,2,Engineering,Latino,3.7,FALSE
2706,Inna McKniely,54,F,3,Support,Black,4,FALSE
2707,Betteann Molfino,34,F,2,Human Resources,Latino,3.3,TRUE
2708,Randee Barnham,50,F,3,Accounting,Other,3.3,FALSE
2709,Wallas Pegg,56,M,5,Product Management,Asian,0,TRUE
2710,Gill MacDowal,55,F,2,Training,Black,2.3,TRUE
2711,Lurleen Harnwell,46,F,4,Training,Latino,1.7,TRUE
2712,Ginger Lammerich,37,F,4,Accounting,Other,3,TRUE
2713,Trumaine Kennifick,26,M,1,Marketing,Other,3.3,FALSE
2714,Aron Navarro,35,M,2,Training,Asian,3.3,TRUE
2715,Loralee Leyfield,46,F,5,Engineering,Other,3,TRUE
2716,Lynn Yerrill,29,F,1,Legal,Other,2.3,TRUE
2717,Jeannie Pfaffe,39,F,4,Product Management,Latino,2.7,FALSE
2718,Christalle Hanway,53,F,3,Accounting,White,3,FALSE
2719,Vivien Waryk,48,F,3,Accounting,Asian,0,FALSE
2720,Melania Garahan,28,F,3,Support,White,1,FALSE
2721,Larry Barefoot,43,M,1,Training,Latino,4,FALSE
2722,Chicky Simonett,23,F,5,Product Management,Asian,2.3,TRUE
2723,Anthiathia Kneeland,26,F,1,Sales,Black,0,TRUE
2724,Arabelle Deschelle,42,F,2,Accounting,White,2.7,FALSE
2725,Elijah Aguilar,52,M,5,Services,White,3.7,TRUE
2726,Fredric Duckitt,34,M,1,Research and Development,Asian,2.7,TRUE
2727,Brandise Mac,51,F,5,Engineering,Asian,3,FALSE
2728,Gray Bulluck,46,F,1,Accounting,Asian,3.3,FALSE
